_id,Closed Status,Duration,Start Station Id,Start Date,Start Station Name,End Date,End Station Id,End Station Name,Rider Type
4797,NORMAL,237,29,2024-03-27T15:17:11,Forbes Ave & Schenley Dr,2024-03-27T15:21:08,51,Coltart Ave & Forbes Ave,MEMBER
4798,NORMAL,1529,28,2024-03-27T15:16:50,Fifth Ave & S Bouquet St,2024-03-27T15:42:19,20,Boulevard of the Allies & Parkview Ave,MEMBER
4799,GRACE_PERIOD,27,28,2024-03-27T15:16:36,Fifth Ave & S Bouquet St,2024-03-27T15:17:03,28,Fifth Ave & S Bouquet St,MEMBER
4800,NORMAL,3600,30,2024-03-27T15:16:02,Shady Ave & Ellsworth Ave,2024-03-27T16:16:02,30,Shady Ave & Ellsworth Ave,MEMBER
4801,NORMAL,1378,1,2024-03-27T15:15:12,Pierce St & Summerlea St,2024-03-27T15:38:10,31,First Ave & B St,MEMBER
4802,NORMAL,909,49,2024-03-27T15:14:54,Technology Dr & Bates St,2024-03-27T15:30:03,8,Glasshouse,MEMBER
4803,NORMAL,199,13,2024-03-27T15:14:51,S Bouquet Ave & Sennott St,2024-03-27T15:18:10,20,Boulevard of the Allies & Parkview Ave,MEMBER
4804,NORMAL,662,12,2024-03-27T15:13:48,O'Hara St and University Place,2024-03-27T15:24:50,37,S Negley Ave & Centre Ave,MEMBER
4805,NORMAL,185,12,2024-03-27T15:13:26,O'Hara St and University Place,2024-03-27T15:16:31,34,N Dithridge St & Centre Ave,MEMBER
4806,NORMAL,467,12,2024-03-27T15:12:01,O'Hara St and University Place,2024-03-27T15:19:48,15,Ivy St & Walnut St,MEMBER
4807,NORMAL,1568,15,2024-03-27T15:11:39,Ivy St & Walnut St,2024-03-27T15:37:47,18,21st St & Penn Ave,MEMBER
4808,GRACE_PERIOD,21,15,2024-03-27T15:11:04,Ivy St & Walnut St,2024-03-27T15:11:25,15,Ivy St & Walnut St,MEMBER
4809,GRACE_PERIOD,22,15,2024-03-27T15:10:37,Ivy St & Walnut St,2024-03-27T15:10:59,15,Ivy St & Walnut St,MEMBER
4810,NORMAL,482,29,2024-03-27T15:09:27,Forbes Ave & Schenley Dr,2024-03-27T15:17:29,7,Liberty Ave & Gross St,MEMBER
4811,NORMAL,401,49,2024-03-27T15:09:12,Technology Dr & Bates St,2024-03-27T15:15:53,20,Boulevard of the Allies & Parkview Ave,MEMBER
4812,NORMAL,5417,27,2024-03-27T15:09:05,W Station Square Dr & Bessemer Court,2024-03-27T16:39:22,27,W Station Square Dr & Bessemer Court,CASUAL
4813,NORMAL,566,15,2024-03-27T15:08:53,Ivy St & Walnut St,2024-03-27T15:18:19,12,O'Hara St and University Place,MEMBER
4814,NORMAL,238,29,2024-03-27T15:07:24,Forbes Ave & Schenley Dr,2024-03-27T15:11:22,50,Atwood St & Bates St,MEMBER
4815,NORMAL,1090,3,2024-03-27T15:07:10,Centre Ave & Addison St,2024-03-27T15:25:20,18,21st St & Penn Ave,MEMBER
4816,NORMAL,232,51,2024-03-27T15:05:55,Coltart Ave & Forbes Ave,2024-03-27T15:09:47,20,Boulevard of the Allies & Parkview Ave,MEMBER
4817,GRACE_PERIOD,23,27,2024-03-27T15:05:44,W Station Square Dr & Bessemer Court,2024-03-27T15:06:07,27,W Station Square Dr & Bessemer Court,CASUAL
4818,NORMAL,207,12,2024-03-27T15:05:24,O'Hara St and University Place,2024-03-27T15:08:51,34,N Dithridge St & Centre Ave,MEMBER
4819,NORMAL,158,50,2024-03-27T15:04:49,Atwood St & Bates St,2024-03-27T15:07:27,20,Boulevard of the Allies & Parkview Ave,MEMBER
4820,GRACE_PERIOD,23,27,2024-03-27T15:04:44,W Station Square Dr & Bessemer Court,2024-03-27T15:05:07,27,W Station Square Dr & Bessemer Court,CASUAL
4821,NORMAL,196,34,2024-03-27T15:03:35,N Dithridge St & Centre Ave,2024-03-27T15:06:51,12,O'Hara St and University Place,MEMBER
4822,NORMAL,719,25,2024-03-27T15:03:11,Penn Ave & S Whitfield St,2024-03-27T15:15:10,37,S Negley Ave & Centre Ave,MEMBER
4823,NORMAL,123,50,2024-03-27T15:02:56,Atwood St & Bates St,2024-03-27T15:04:59,13,S Bouquet Ave & Sennott St,MEMBER
4824,NORMAL,607,13,2024-03-27T15:02:44,S Bouquet Ave & Sennott St,2024-03-27T15:12:51,1,Pierce St & Summerlea St,MEMBER
4825,NORMAL,535,49,2024-03-27T15:02:28,Technology Dr & Bates St,2024-03-27T15:11:23,13,S Bouquet Ave & Sennott St,MEMBER
4826,NORMAL,536,15,2024-03-27T15:01:44,Ivy St & Walnut St,2024-03-27T15:10:40,30,Shady Ave & Ellsworth Ave,MEMBER
4827,TERMINATED,1089,47,2024-03-27T15:00:51,17th St & Penn Ave,2024-03-27T15:19:00,32,Ross St & Fourth Ave,MEMBER
4828,NORMAL,233,13,2024-03-27T15:00:36,S Bouquet Ave & Sennott St,2024-03-27T15:04:29,20,Boulevard of the Allies & Parkview Ave,MEMBER
4829,NORMAL,173,12,2024-03-27T15:00:33,O'Hara St and University Place,2024-03-27T15:03:26,34,N Dithridge St & Centre Ave,MEMBER
4830,NORMAL,350,11,2024-03-27T15:00:30,Ellsworth Ave & N Neville St,2024-03-27T15:06:20,12,O'Hara St and University Place,MEMBER
4831,GRACE_PERIOD,22,8,2024-03-27T15:00:03,Glasshouse,2024-03-27T15:00:25,8,Glasshouse,CASUAL
4832,NORMAL,159,50,2024-03-27T14:59:25,Atwood St & Bates St,2024-03-27T15:02:04,28,Fifth Ave & S Bouquet St,MEMBER
4833,NORMAL,231,20,2024-03-27T14:58:50,Boulevard of the Allies & Parkview Ave,2024-03-27T15:02:41,13,S Bouquet Ave & Sennott St,MEMBER
4834,NORMAL,4320,13,2024-03-27T14:58:16,S Bouquet Ave & Sennott St,2024-03-27T16:10:16,13,S Bouquet Ave & Sennott St,CASUAL
4835,GRACE_PERIOD,21,8,2024-03-27T14:57:02,Glasshouse,2024-03-27T14:57:23,8,Glasshouse,CASUAL
4836,NORMAL,86,13,2024-03-27T14:56:47,S Bouquet Ave & Sennott St,2024-03-27T14:58:13,29,Forbes Ave & Schenley Dr,MEMBER
4837,NORMAL,3421,55,2024-03-27T14:56:32,Brighton Rd & Pennsylvania Ave,2024-03-27T15:53:33,26,S 27th St & Sidney St. (Southside Works),MEMBER
4838,GRACE_PERIOD,21,8,2024-03-27T14:56:21,Glasshouse,2024-03-27T14:56:42,8,Glasshouse,CASUAL
4839,NORMAL,461,12,2024-03-27T14:56:08,O'Hara St and University Place,2024-03-27T15:03:49,20,Boulevard of the Allies & Parkview Ave,MEMBER
4840,NORMAL,702,13,2024-03-27T14:55:57,S Bouquet Ave & Sennott St,2024-03-27T15:07:39,20,Boulevard of the Allies & Parkview Ave,MEMBER
4841,NORMAL,6241,8,2024-03-27T14:55:31,Glasshouse,2024-03-27T16:39:32,27,W Station Square Dr & Bessemer Court,CASUAL
4842,NORMAL,197,12,2024-03-27T14:55:17,O'Hara St and University Place,2024-03-27T14:58:34,34,N Dithridge St & Centre Ave,MEMBER
4843,NORMAL,171,12,2024-03-27T14:54:46,O'Hara St and University Place,2024-03-27T14:57:37,29,Forbes Ave & Schenley Dr,MEMBER
4844,NORMAL,265,59,2024-03-27T14:54:33,Forbes Ave at TCS Hall (CMU Campus),2024-03-27T14:58:58,13,S Bouquet Ave & Sennott St,MEMBER
4845,NORMAL,6334,8,2024-03-27T14:54:29,Glasshouse,2024-03-27T16:40:03,27,W Station Square Dr & Bessemer Court,CASUAL
4846,NORMAL,311,20,2024-03-27T14:54:07,Boulevard of the Allies & Parkview Ave,2024-03-27T14:59:18,29,Forbes Ave & Schenley Dr,MEMBER
4847,NORMAL,366,29,2024-03-27T14:53:50,Forbes Ave & Schenley Dr,2024-03-27T14:59:56,10,Zulema St & Coltart Ave,MEMBER
4848,NORMAL,227,10,2024-03-27T14:52:18,Zulema St & Coltart Ave,2024-03-27T14:56:05,29,Forbes Ave & Schenley Dr,MEMBER
4849,NORMAL,285,12,2024-03-27T14:52:16,O'Hara St and University Place,2024-03-27T14:57:01,50,Atwood St & Bates St,MEMBER
4850,NORMAL,296,26,2024-03-27T14:51:20,S 27th St & Sidney St. (Southside Works),2024-03-27T14:56:16,49,Technology Dr & Bates St,MEMBER
4851,NORMAL,318,38,2024-03-27T14:51:16,Allequippa St & Darragh St,2024-03-27T14:56:34,12,O'Hara St and University Place,MEMBER
4852,NORMAL,316,10,2024-03-27T14:50:20,Zulema St & Coltart Ave,2024-03-27T14:55:36,13,S Bouquet Ave & Sennott St,MEMBER
4853,NORMAL,323,10,2024-03-27T14:49:39,Zulema St & Coltart Ave,2024-03-27T14:55:02,13,S Bouquet Ave & Sennott St,MEMBER
4854,NORMAL,309,10,2024-03-27T14:49:27,Zulema St & Coltart Ave,2024-03-27T14:54:36,13,S Bouquet Ave & Sennott St,MEMBER
4855,NORMAL,261,11,2024-03-27T14:49:16,Ellsworth Ave & N Neville St,2024-03-27T14:53:37,29,Forbes Ave & Schenley Dr,MEMBER
4856,NORMAL,538,2,2024-03-27T14:49:13,Eliza Furnace Trail & Swineburne St,2024-03-27T14:58:11,13,S Bouquet Ave & Sennott St,MEMBER
4857,NORMAL,926,18,2024-03-27T14:49:09,21st St & Penn Ave,2024-03-27T15:04:35,58,W North Ave & Federal St,MEMBER
4858,NORMAL,135,12,2024-03-27T14:49:01,O'Hara St and University Place,2024-03-27T14:51:16,34,N Dithridge St & Centre Ave,MEMBER
4859,NORMAL,270,20,2024-03-27T14:48:54,Boulevard of the Allies & Parkview Ave,2024-03-27T14:53:24,29,Forbes Ave & Schenley Dr,MEMBER
4860,NORMAL,259,50,2024-03-27T14:48:44,Atwood St & Bates St,2024-03-27T14:53:03,29,Forbes Ave & Schenley Dr,MEMBER
4861,NORMAL,428,20,2024-03-27T14:48:25,Boulevard of the Allies & Parkview Ave,2024-03-27T14:55:33,29,Forbes Ave & Schenley Dr,MEMBER
4862,NORMAL,613,50,2024-03-27T14:47:33,Atwood St & Bates St,2024-03-27T14:57:46,12,O'Hara St and University Place,MEMBER
4863,NORMAL,419,38,2024-03-27T14:47:13,Allequippa St & Darragh St,2024-03-27T14:54:12,29,Forbes Ave & Schenley Dr,MEMBER
4864,NORMAL,1318,50,2024-03-27T14:47:12,Atwood St & Bates St,2024-03-27T15:09:10,13,S Bouquet Ave & Sennott St,MEMBER
4865,NORMAL,316,12,2024-03-27T14:46:38,O'Hara St and University Place,2024-03-27T14:51:54,48,S Millvale Ave & Centre Ave,MEMBER
4866,NORMAL,208,20,2024-03-27T14:46:04,Boulevard of the Allies & Parkview Ave,2024-03-27T14:49:32,51,Coltart Ave & Forbes Ave,MEMBER
4867,NORMAL,373,12,2024-03-27T14:45:54,O'Hara St and University Place,2024-03-27T14:52:07,10,Zulema St & Coltart Ave,MEMBER
4868,NORMAL,579,39,2024-03-27T14:45:39,S 12th St & E Carson St,2024-03-27T14:55:18,40,7th St & Penn Ave,MEMBER
4869,NORMAL,266,20,2024-03-27T14:45:16,Boulevard of the Allies & Parkview Ave,2024-03-27T14:49:42,33,Schenley Dr & Schenley Dr Ext,MEMBER
4870,GRACE_PERIOD,23,41,2024-03-27T14:44:37,S 22nd St & Sidney St,2024-03-27T14:45:00,41,S 22nd St & Sidney St,MEMBER
4871,NORMAL,281,29,2024-03-27T14:43:22,Forbes Ave & Schenley Dr,2024-03-27T14:48:03,20,Boulevard of the Allies & Parkview Ave,MEMBER
4872,NORMAL,380,10,2024-03-27T14:43:16,Zulema St & Coltart Ave,2024-03-27T14:49:36,29,Forbes Ave & Schenley Dr,MEMBER
4873,NORMAL,185,50,2024-03-27T14:42:30,Atwood St & Bates St,2024-03-27T14:45:35,29,Forbes Ave & Schenley Dr,MEMBER
4874,NORMAL,1082,29,2024-03-27T14:42:22,Forbes Ave & Schenley Dr,2024-03-27T15:00:24,12,O'Hara St and University Place,MEMBER
4875,NORMAL,213,20,2024-03-27T14:40:45,Boulevard of the Allies & Parkview Ave,2024-03-27T14:44:18,13,S Bouquet Ave & Sennott St,MEMBER
4876,NORMAL,551,29,2024-03-27T14:40:17,Forbes Ave & Schenley Dr,2024-03-27T14:49:28,50,Atwood St & Bates St,MEMBER
4877,NORMAL,235,20,2024-03-27T14:40:14,Boulevard of the Allies & Parkview Ave,2024-03-27T14:44:09,13,S Bouquet Ave & Sennott St,MEMBER
4878,NORMAL,257,28,2024-03-27T14:39:50,Fifth Ave & S Bouquet St,2024-03-27T14:44:07,20,Boulevard of the Allies & Parkview Ave,MEMBER
4879,NORMAL,295,29,2024-03-27T14:39:18,Forbes Ave & Schenley Dr,2024-03-27T14:44:13,20,Boulevard of the Allies & Parkview Ave,MEMBER
4880,NORMAL,163,34,2024-03-27T14:38:33,N Dithridge St & Centre Ave,2024-03-27T14:41:16,12,O'Hara St and University Place,MEMBER
4881,NORMAL,301,50,2024-03-27T14:38:04,Atwood St & Bates St,2024-03-27T14:43:05,12,O'Hara St and University Place,MEMBER
4882,NORMAL,572,15,2024-03-27T14:37:56,Ivy St & Walnut St,2024-03-27T14:47:28,16,Penn Ave & Putnam St (Bakery Square),MEMBER
4883,NORMAL,348,38,2024-03-27T14:37:52,Allequippa St & Darragh St,2024-03-27T14:43:40,29,Forbes Ave & Schenley Dr,MEMBER
4884,NORMAL,224,10,2024-03-27T14:37:42,Zulema St & Coltart Ave,2024-03-27T14:41:26,13,S Bouquet Ave & Sennott St,MEMBER
4885,NORMAL,1531,44,2024-03-27T14:37:19,Hamilton Ave & Fifth Ave,2024-03-27T15:02:50,25,Penn Ave & S Whitfield St,MEMBER
4886,NORMAL,257,50,2024-03-27T14:36:44,Atwood St & Bates St,2024-03-27T14:41:01,29,Forbes Ave & Schenley Dr,MEMBER
4887,NORMAL,269,20,2024-03-27T14:36:00,Boulevard of the Allies & Parkview Ave,2024-03-27T14:40:29,13,S Bouquet Ave & Sennott St,MEMBER
4888,NORMAL,505,2,2024-03-27T14:35:52,Eliza Furnace Trail & Swineburne St,2024-03-27T14:44:17,41,S 22nd St & Sidney St,MEMBER
4889,NORMAL,379,34,2024-03-27T14:35:38,N Dithridge St & Centre Ave,2024-03-27T14:41:57,13,S Bouquet Ave & Sennott St,MEMBER
4890,NORMAL,305,29,2024-03-27T14:35:17,Forbes Ave & Schenley Dr,2024-03-27T14:40:22,20,Boulevard of the Allies & Parkview Ave,MEMBER
4891,GRACE_PERIOD,28,29,2024-03-27T14:34:33,Forbes Ave & Schenley Dr,2024-03-27T14:35:01,29,Forbes Ave & Schenley Dr,MEMBER
4892,GRACE_PERIOD,32,26,2024-03-27T14:33:12,S 27th St & Sidney St. (Southside Works),2024-03-27T14:33:44,26,S 27th St & Sidney St. (Southside Works),CASUAL
4893,NORMAL,261,28,2024-03-27T14:33:07,Fifth Ave & S Bouquet St,2024-03-27T14:37:28,38,Allequippa St & Darragh St,MEMBER
4894,NORMAL,590,49,2024-03-27T14:32:48,Technology Dr & Bates St,2024-03-27T14:42:38,51,Coltart Ave & Forbes Ave,MEMBER
4895,NORMAL,646,33,2024-03-27T14:32:22,Schenley Dr & Schenley Dr Ext,2024-03-27T14:43:08,49,Technology Dr & Bates St,MEMBER
4896,NORMAL,123,28,2024-03-27T14:32:09,Fifth Ave & S Bouquet St,2024-03-27T14:34:12,50,Atwood St & Bates St,MEMBER
4897,NORMAL,124,13,2024-03-27T14:32:19,S Bouquet Ave & Sennott St,2024-03-27T14:34:23,29,Forbes Ave & Schenley Dr,MEMBER
4898,GRACE_PERIOD,23,26,2024-03-27T14:32:10,S 27th St & Sidney St. (Southside Works),2024-03-27T14:32:33,26,S 27th St & Sidney St. (Southside Works),CASUAL
4899,NORMAL,416,29,2024-03-27T14:31:55,Forbes Ave & Schenley Dr,2024-03-27T14:38:51,20,Boulevard of the Allies & Parkview Ave,MEMBER
4900,GRACE_PERIOD,22,26,2024-03-27T14:31:30,S 27th St & Sidney St. (Southside Works),2024-03-27T14:31:52,26,S 27th St & Sidney St. (Southside Works),CASUAL
4901,GRACE_PERIOD,23,26,2024-03-27T14:30:38,S 27th St & Sidney St. (Southside Works),2024-03-27T14:31:01,26,S 27th St & Sidney St. (Southside Works),CASUAL
4902,NORMAL,216,29,2024-03-27T14:30:26,Forbes Ave & Schenley Dr,2024-03-27T14:34:02,50,Atwood St & Bates St,MEMBER
4903,GRACE_PERIOD,22,26,2024-03-27T14:29:43,S 27th St & Sidney St. (Southside Works),2024-03-27T14:30:05,26,S 27th St & Sidney St. (Southside Works),CASUAL
4904,NORMAL,251,50,2024-03-27T14:29:19,Atwood St & Bates St,2024-03-27T14:33:30,29,Forbes Ave & Schenley Dr,MEMBER
4905,GRACE_PERIOD,22,26,2024-03-27T14:28:49,S 27th St & Sidney St. (Southside Works),2024-03-27T14:29:11,26,S 27th St & Sidney St. (Southside Works),CASUAL
4906,NORMAL,3902,26,2024-03-27T14:28:42,S 27th St & Sidney St. (Southside Works),2024-03-27T15:33:44,26,S 27th St & Sidney St. (Southside Works),CASUAL
4907,NORMAL,260,20,2024-03-27T14:28:10,Boulevard of the Allies & Parkview Ave,2024-03-27T14:32:30,29,Forbes Ave & Schenley Dr,MEMBER
4908,NORMAL,735,28,2024-03-27T14:27:59,Fifth Ave & S Bouquet St,2024-03-27T14:40:14,20,Boulevard of the Allies & Parkview Ave,MEMBER
4909,NORMAL,393,12,2024-03-27T14:26:55,O'Hara St and University Place,2024-03-27T14:33:28,20,Boulevard of the Allies & Parkview Ave,MEMBER
4910,NORMAL,1038,26,2024-03-27T14:25:12,S 27th St & Sidney St. (Southside Works),2024-03-27T14:42:30,8,Glasshouse,CASUAL
4911,NORMAL,1041,26,2024-03-27T14:24:46,S 27th St & Sidney St. (Southside Works),2024-03-27T14:42:07,8,Glasshouse,CASUAL
4912,NORMAL,816,29,2024-03-27T14:23:53,Forbes Ave & Schenley Dr,2024-03-27T14:37:29,20,Boulevard of the Allies & Parkview Ave,MEMBER
4913,NORMAL,749,12,2024-03-27T14:22:43,O'Hara St and University Place,2024-03-27T14:35:12,7,Liberty Ave & Gross St,MEMBER
4914,NORMAL,803,36,2024-03-27T14:22:28,Penn Ave & S Pacific Ave,2024-03-27T14:35:51,28,Fifth Ave & S Bouquet St,MEMBER
4915,NORMAL,249,29,2024-03-27T14:22:04,Forbes Ave & Schenley Dr,2024-03-27T14:26:13,50,Atwood St & Bates St,MEMBER
4916,NORMAL,1329,33,2024-03-27T14:20:31,Schenley Dr & Schenley Dr Ext,2024-03-27T14:42:40,12,O'Hara St and University Place,MEMBER
4917,NORMAL,450,38,2024-03-27T14:17:59,Allequippa St & Darragh St,2024-03-27T14:25:29,50,Atwood St & Bates St,MEMBER
4918,NORMAL,368,5,2024-03-27T14:17:31,Allegheny Station,2024-03-27T14:23:39,55,Brighton Rd & Pennsylvania Ave,CASUAL
4919,NORMAL,7078,31,2024-03-27T14:17:26,First Ave & B St,2024-03-27T16:15:24,47,17th St & Penn Ave,CASUAL
4920,NORMAL,154,28,2024-03-27T14:17:06,Fifth Ave & S Bouquet St,2024-03-27T14:19:40,50,Atwood St & Bates St,MEMBER
4921,NORMAL,327,28,2024-03-27T14:16:22,Fifth Ave & S Bouquet St,2024-03-27T14:21:49,10,Zulema St & Coltart Ave,MEMBER
4922,GRACE_PERIOD,23,31,2024-03-27T14:16:36,First Ave & B St,2024-03-27T14:16:59,31,First Ave & B St,CASUAL
4923,NORMAL,344,38,2024-03-27T14:16:11,Allequippa St & Darragh St,2024-03-27T14:21:55,20,Boulevard of the Allies & Parkview Ave,MEMBER
4924,GRACE_PERIOD,23,31,2024-03-27T14:15:53,First Ave & B St,2024-03-27T14:16:16,31,First Ave & B St,CASUAL
4925,NORMAL,671,50,2024-03-27T14:14:46,Atwood St & Bates St,2024-03-27T14:25:57,34,N Dithridge St & Centre Ave,MEMBER
4926,NORMAL,221,12,2024-03-27T14:14:33,O'Hara St and University Place,2024-03-27T14:18:14,29,Forbes Ave & Schenley Dr,MEMBER
4927,NORMAL,95,13,2024-03-27T14:12:32,S Bouquet Ave & Sennott St,2024-03-27T14:14:07,29,Forbes Ave & Schenley Dr,MEMBER
4928,NORMAL,383,13,2024-03-27T14:12:21,S Bouquet Ave & Sennott St,2024-03-27T14:18:44,20,Boulevard of the Allies & Parkview Ave,MEMBER
4929,NORMAL,141,12,2024-03-27T14:12:20,O'Hara St and University Place,2024-03-27T14:14:41,34,N Dithridge St & Centre Ave,MEMBER
4930,GRACE_PERIOD,22,13,2024-03-27T14:11:59,S Bouquet Ave & Sennott St,2024-03-27T14:12:21,13,S Bouquet Ave & Sennott St,MEMBER
4931,NORMAL,2850,2,2024-03-27T14:11:41,Eliza Furnace Trail & Swineburne St,2024-03-27T14:59:11,2,Eliza Furnace Trail & Swineburne St,MEMBER
4932,GRACE_PERIOD,40,29,2024-03-27T14:10:27,Forbes Ave & Schenley Dr,2024-03-27T14:11:07,29,Forbes Ave & Schenley Dr,MEMBER
4933,NORMAL,548,38,2024-03-27T14:06:53,Allequippa St & Darragh St,2024-03-27T14:16:01,12,O'Hara St and University Place,MEMBER
4934,NORMAL,775,38,2024-03-27T14:06:52,Allequippa St & Darragh St,2024-03-27T14:19:47,15,Ivy St & Walnut St,MEMBER
4935,NORMAL,644,59,2024-03-27T14:06:51,Forbes Ave at TCS Hall (CMU Campus),2024-03-27T14:17:35,38,Allequippa St & Darragh St,MEMBER
4936,NORMAL,297,29,2024-03-27T14:06:37,Forbes Ave & Schenley Dr,2024-03-27T14:11:34,34,N Dithridge St & Centre Ave,MEMBER
4937,NORMAL,197,50,2024-03-27T14:06:42,Atwood St & Bates St,2024-03-27T14:09:59,29,Forbes Ave & Schenley Dr,MEMBER
4938,NORMAL,463,11,2024-03-27T14:05:58,Ellsworth Ave & N Neville St,2024-03-27T14:13:41,50,Atwood St & Bates St,MEMBER
4939,NORMAL,197,13,2024-03-27T14:03:50,S Bouquet Ave & Sennott St,2024-03-27T14:07:07,20,Boulevard of the Allies & Parkview Ave,MEMBER
4940,NORMAL,249,20,2024-03-27T14:02:16,Boulevard of the Allies & Parkview Ave,2024-03-27T14:06:25,28,Fifth Ave & S Bouquet St,MEMBER
4941,NORMAL,876,8,2024-03-27T14:00:27,Glasshouse,2024-03-27T14:15:03,41,S 22nd St & Sidney St,MEMBER
4942,NORMAL,194,48,2024-03-27T14:00:25,S Millvale Ave & Centre Ave,2024-03-27T14:03:39,11,Ellsworth Ave & N Neville St,MEMBER
4943,NORMAL,1623,23,2024-03-27T13:59:03,North Shore Trail & Fort Duquesne Bridge,2024-03-27T14:26:06,23,North Shore Trail & Fort Duquesne Bridge,CASUAL
4944,NORMAL,418,13,2024-03-27T14:00:21,S Bouquet Ave & Sennott St,2024-03-27T14:07:19,20,Boulevard of the Allies & Parkview Ave,MEMBER
4945,NORMAL,337,50,2024-03-27T13:59:40,Atwood St & Bates St,2024-03-27T14:05:17,12,O'Hara St and University Place,MEMBER
4946,NORMAL,471,13,2024-03-27T13:59:29,S Bouquet Ave & Sennott St,2024-03-27T14:07:20,20,Boulevard of the Allies & Parkview Ave,CASUAL
4947,NORMAL,394,59,2024-03-27T13:58:15,Forbes Ave at TCS Hall (CMU Campus),2024-03-27T14:04:49,28,Fifth Ave & S Bouquet St,MEMBER
4948,NORMAL,357,20,2024-03-27T13:58:05,Boulevard of the Allies & Parkview Ave,2024-03-27T14:04:02,29,Forbes Ave & Schenley Dr,MEMBER
4949,NORMAL,304,38,2024-03-27T13:58:03,Allequippa St & Darragh St,2024-03-27T14:03:07,34,N Dithridge St & Centre Ave,MEMBER
4950,NORMAL,563,13,2024-03-27T13:58:01,S Bouquet Ave & Sennott St,2024-03-27T14:07:24,20,Boulevard of the Allies & Parkview Ave,MEMBER
4951,NORMAL,140,50,2024-03-27T13:58:00,Atwood St & Bates St,2024-03-27T14:00:20,13,S Bouquet Ave & Sennott St,MEMBER
4952,NORMAL,196,28,2024-03-27T13:57:32,Fifth Ave & S Bouquet St,2024-03-27T14:00:48,50,Atwood St & Bates St,MEMBER
4953,NORMAL,333,20,2024-03-27T13:57:04,Boulevard of the Allies & Parkview Ave,2024-03-27T14:02:37,33,Schenley Dr & Schenley Dr Ext,MEMBER
4954,NORMAL,347,20,2024-03-27T13:56:53,Boulevard of the Allies & Parkview Ave,2024-03-27T14:02:40,33,Schenley Dr & Schenley Dr Ext,MEMBER
4955,NORMAL,346,20,2024-03-27T13:56:53,Boulevard of the Allies & Parkview Ave,2024-03-27T14:02:39,29,Forbes Ave & Schenley Dr,MEMBER
4956,NORMAL,299,29,2024-03-27T13:56:15,Forbes Ave & Schenley Dr,2024-03-27T14:01:14,20,Boulevard of the Allies & Parkview Ave,MEMBER
4957,NORMAL,607,59,2024-03-27T13:56:10,Forbes Ave at TCS Hall (CMU Campus),2024-03-27T14:06:17,59,Forbes Ave at TCS Hall (CMU Campus),MEMBER
4958,NORMAL,143,13,2024-03-27T13:56:09,S Bouquet Ave & Sennott St,2024-03-27T13:58:32,50,Atwood St & Bates St,MEMBER
4959,NORMAL,250,10,2024-03-27T13:55:55,Zulema St & Coltart Ave,2024-03-27T14:00:05,28,Fifth Ave & S Bouquet St,MEMBER
4960,NORMAL,146,51,2024-03-27T13:55:38,Coltart Ave & Forbes Ave,2024-03-27T13:58:04,13,S Bouquet Ave & Sennott St,MEMBER
4961,NORMAL,263,34,2024-03-27T13:55:37,N Dithridge St & Centre Ave,2024-03-27T14:00:00,29,Forbes Ave & Schenley Dr,MEMBER
4962,NORMAL,105,13,2024-03-27T13:55:08,S Bouquet Ave & Sennott St,2024-03-27T13:56:53,50,Atwood St & Bates St,MEMBER
4963,NORMAL,233,29,2024-03-27T13:54:02,Forbes Ave & Schenley Dr,2024-03-27T13:57:55,50,Atwood St & Bates St,MEMBER
4964,GRACE_PERIOD,25,29,2024-03-27T13:53:22,Forbes Ave & Schenley Dr,2024-03-27T13:53:47,29,Forbes Ave & Schenley Dr,MEMBER
4965,NORMAL,203,29,2024-03-27T13:52:56,Forbes Ave & Schenley Dr,2024-03-27T13:56:19,12,O'Hara St and University Place,MEMBER
4966,NORMAL,151,13,2024-03-27T13:52:29,S Bouquet Ave & Sennott St,2024-03-27T13:55:00,10,Zulema St & Coltart Ave,MEMBER
4967,NORMAL,100,29,2024-03-27T13:52:12,Forbes Ave & Schenley Dr,2024-03-27T13:53:52,13,S Bouquet Ave & Sennott St,MEMBER
4968,NORMAL,960,22,2024-03-27T13:51:54,Forbes Ave & Market Square,2024-03-27T14:07:54,22,Forbes Ave & Market Square,MEMBER
4969,NORMAL,1119,35,2024-03-27T13:51:48,Butler St & 36th St,2024-03-27T14:10:27,29,Forbes Ave & Schenley Dr,MEMBER
4970,NORMAL,570,29,2024-03-27T13:51:43,Forbes Ave & Schenley Dr,2024-03-27T14:01:13,38,Allequippa St & Darragh St,MEMBER
4971,NORMAL,1642,4,2024-03-27T13:51:13,Burns White Center at 3 Crossings,2024-03-27T14:18:35,57,52nd St & Butler St,MEMBER
4972,NORMAL,1647,4,2024-03-27T13:51:03,Burns White Center at 3 Crossings,2024-03-27T14:18:30,57,52nd St & Butler St,MEMBER
4973,NORMAL,339,13,2024-03-27T13:50:58,S Bouquet Ave & Sennott St,2024-03-27T13:56:37,20,Boulevard of the Allies & Parkview Ave,MEMBER
4974,NORMAL,291,28,2024-03-27T13:50:50,Fifth Ave & S Bouquet St,2024-03-27T13:55:41,29,Forbes Ave & Schenley Dr,MEMBER
4975,NORMAL,193,29,2024-03-27T13:49:56,Forbes Ave & Schenley Dr,2024-03-27T13:53:09,50,Atwood St & Bates St,MEMBER
4976,NORMAL,200,13,2024-03-27T13:49:02,S Bouquet Ave & Sennott St,2024-03-27T13:52:22,10,Zulema St & Coltart Ave,MEMBER
