stop_name,latitude,longitude,total_ons
MT CARMEL RD AT TYLER RD,40.468,-79.8832,0.0
MT CARMEL RD AT TYLER RD,40.468,-79.8832,47.0
MT CARMEL RD OPP FAYBERN DR,40.4663,-79.8748,0.0
MT CARMEL RD OPP FAYBERN DR,40.4663,-79.8748,0.0
MT CARMEL RD OPP FAYBERN DR,40.4663,-79.8748,0.0
MT CARMEL RD OPP HIGHLANDVIEW ST,40.4687,-79.8866,2.0
MT CARMEL RD OPP HIGHLANDVIEW ST,40.4687,-79.8866,3.0
MT CARMEL RD OPP HIGHLANDVIEW ST,40.4687,-79.8866,0.0
MT CARMEL RD OPP HIGHLANDVIEW ST,40.4687,-79.8866,123.0
MT CARMEL RD OPP PERSHING ST,40.4657,-79.8763,0.0
MT CARMEL RD OPP PERSHING ST,40.4657,-79.8763,0.0
MT CARMEL RD OPP PERSHING ST,40.4657,-79.8763,0.0
MT CARMEL RD OPP PERSHING ST,40.4657,-79.8763,54.0
ROBINSON BLVD AT EAST GATE ENTRANCE FS,40.4592,-79.866,3.0
ROBINSON BLVD AT EAST GATE ENTRANCE FS,40.4592,-79.866,2.0
ROBINSON BLVD AT EAST GATE ENTRANCE FS,40.4592,-79.866,15.0
SALTSBURG RD AT ALCOMA DR,40.4771,-79.7982,17.0
SALTSBURG RD AT ALCOMA GOLF CLUB,40.481,-79.8026,1.0
SALTSBURG RD AT ALCOMA PARK PLAZA,40.4767,-79.7883,55.0
SALTSBURG RD OPP ASTER ST NS,40.4839,-79.8143,5.0
SALTSBURG RD OPP ASTER ST NS,40.4839,-79.8143,8.0
SALTSBURG RD OPP ASTER ST NS,40.4839,-79.8143,23.0
SALTSBURG RD AT ASTER ST,40.4839,-79.8148,0.0
SALTSBURG RD AT ASTER ST,40.4839,-79.8148,0.0
SALTSBURG RD AT ASTER ST,40.4839,-79.8148,18.0
SALTSBURG RD AT COLONIAL VILLAGE DR,40.475,-79.7909,0.0
SALTSBURG RD AT CRESTVIEW APTS,40.4814,-79.8057,9.0
SALTSBURG RD AT CRESTVIEW APTS,40.4814,-79.8057,7.0
SALTSBURG RD AT CRESTVIEW APTS,40.4814,-79.8057,3.0
SALTSBURG RD OPP FORD AVE,40.4767,-79.7827,63.0
SALTSBURG RD OPP FORD AVE,40.4767,-79.7827,10.0
SALTSBURG RD AT FORD AVE,40.4767,-79.7828,0.0
SALTSBURG RD AT FORD AVE,40.4767,-79.7828,0.0
SALTSBURG RD AT HERSHEY RD,40.4776,-79.7997,1.0
SALTSBURG RD AT HULTON RD NS,40.4846,-79.8188,60.0
SALTSBURG RD AT HULTON RD NS,40.4846,-79.8188,38.0
SALTSBURG RD AT HULTON RD NS,40.4846,-79.8188,266.0
SALTSBURG RD AT HULTON RD NS,40.4846,-79.8188,350.0
SALTSBURG RD AT LEECHBURG RD,40.485,-79.8174,3.0
SALTSBURG RD AT LEECHBURG RD,40.485,-79.8174,4.0
SALTSBURG RD AT LEECHBURG RD,40.485,-79.8174,17.0
SALTSBURG RD AT REITER RD,40.4764,-79.7808,0.0
SALTSBURG RD AT REITER RD,40.4764,-79.7808,0.0
SALTSBURG RD AT CHANTICLEER DR,40.4755,-79.7937,1.0
SALTSBURG RD OPP STOTLER RD,40.4827,-79.8095,26.0
SALTSBURG RD OPP STOTLER RD,40.4827,-79.8095,12.0
SALTSBURG RD OPP STOTLER RD,40.4827,-79.8095,72.0
SALTSBURG RD AT STOTLER RD,40.483,-79.8098,0.0
SALTSBURG RD AT STOTLER RD,40.483,-79.8098,0.0
SALTSBURG RD AT STOTLER RD,40.483,-79.8098,15.0
SALTSBURG RD OPP TILFORD RD,40.475,-79.7921,21.0
SALTSBURG RD AT UNIVERSAL RD FS,40.4777,-79.7854,316.0
SALTSBURG RD AT UNIVERSAL RD,40.4776,-79.7854,75.0
SALTSBURG RD OPP ALCOMA PARK PLAZA,40.4768,-79.788,7.0
SALTSBURG RD OPP COLONIAL VILLAGE DR,40.475,-79.791,11.0
SALTSBURG RD OPP CRESTVIEW DR,40.476,-79.7787,7.0
SALTSBURG RD OPP CRESTVIEW DR,40.476,-79.7787,0.0
SALTSBURG RD OPP CRESTVIEW APTS,40.4814,-79.8058,9.0
SALTSBURG RD OPP CRESTVIEW APTS,40.4814,-79.8058,0.0
SALTSBURG RD OPP CRESTVIEW APTS,40.4814,-79.8058,0.0
SALTSBURG RD OPP HERSHEY RD,40.4777,-79.7997,25.0
SALTSBURG RD OPP LEECHBURG RD,40.4849,-79.818,2.0
SALTSBURG RD OPP LEECHBURG RD,40.4849,-79.818,2.0
SALTSBURG RD OPP LEECHBURG RD,40.4849,-79.818,14.0
SALTSBURG RD OPP REITER RD,40.4765,-79.7804,4.0
SALTSBURG RD OPP REITER RD,40.4765,-79.7804,14.0
SALTSBURG RD OPP CHANTICLEER DR,40.4755,-79.7937,1.0
SALTSBURG RD AT TILFORD RD,40.475,-79.7923,0.0
UNIVERSAL RD AT AUSTIN ST,40.4752,-79.7866,1.0
UNIVERSAL RD AT COLLINS DR,40.4612,-79.8127,125.0
UNIVERSAL RD AT VOLUNTEER FIRE CO,40.4661,-79.8244,38.0
UNIVERSAL RD OPP FREY RD,40.4605,-79.8112,1.0
UNIVERSAL RD AT FREY RD,40.4605,-79.8115,0.0
UNIVERSAL RD AT GREENWAY DR,40.4623,-79.8148,75.0
UNIVERSAL RD AT WEBSTER DR,40.4622,-79.8147,1.0
UNIVERSAL RD AT JOSLYN DR,40.4633,-79.8025,42.0
UNIVERSAL RD AT JOSLYN DR,40.4631,-79.8027,0.0
UNIVERSAL RD AT MAIN ST,40.4677,-79.7934,0.0
UNIVERSAL RD AT #1048,40.4603,-79.8069,0.0
UNIVERSAL RD AT #150,40.4662,-79.8226,0.0
UNIVERSAL RD AT SALTSBURG RD,40.4775,-79.7852,3.0
UNIVERSAL RD AT STOTLER RD,40.4608,-79.8046,12.0
UNIVERSAL RD OPP #1048,40.4604,-79.8072,0.0
UNIVERSAL RD OPP STOTLER RD,40.4606,-79.8047,6.0
UNIVERSAL RD AT WEBSTER DR FS,40.4638,-79.8182,8.0
UNIVERSAL RD AT HAZEL RD FS,40.4612,-79.8129,5.0
UNIVERSAL RD OPP POPLAR RIDGE RD,40.4646,-79.8203,0.0
VERONA BLVD AT RUNNETTE ST,40.4705,-79.8876,0.0
VERONA BLVD AT RUNNETTE ST,40.4705,-79.8876,0.0
VERONA BLVD AT RUNNETTE ST,40.4705,-79.8876,0.0
VERONA BLVD AT RUNNETTE ST,40.4705,-79.8876,31.0
VERONA RD AT 2ND ST,40.5014,-79.8376,3.0
VERONA RD AT HUDSON ST,40.4777,-79.8427,143.0
VERONA RD AT ARTHUR DR,40.485,-79.8374,42.0
VERONA RD AT BRINLEY DR,40.4844,-79.8374,2.0
VERONA RD AT ELLIOTT ST,40.499,-79.8375,20.0
VERONA RD AT GALETON DR,40.4904,-79.8362,33.0
VERONA RD OPP GALETON DR,40.4904,-79.8361,4.0
VERONA RD AT GIANT EAGLE DRIVEWAY,40.4622,-79.8659,13.0
VERONA RD AT GIANT EAGLE DRIVEWAY,40.4622,-79.8659,16.0
VERONA RD AT GIANT EAGLE DRIVEWAY,40.4622,-79.8659,67.0
VERONA RD AT GIANT EAGLE DRIVEWAY,40.4622,-79.8659,32.0
GIANT EAGLE (VERONA RD) AT ENTRANCE,40.4623,-79.865,90.0
GIANT EAGLE (VERONA RD) AT ENTRANCE,40.4623,-79.865,18.0
GIANT EAGLE (VERONA RD) AT ENTRANCE,40.4623,-79.865,373.0
VERONA RD AT GRAHAM BLVD EXT,40.4632,-79.8657,0.0
VERONA RD AT GRAHAM BLVD EXT,40.4632,-79.8657,0.0
VERONA RD AT GRAHAM BLVD EXT,40.4632,-79.8657,4.0
VERONA RD AT GRAHAM BLVD EXT,40.4632,-79.8657,88.0
VERONA RD AT HOMESTEAD RD,40.4818,-79.8381,129.0
VERONA RD AT MAPLE AVE,40.48,-79.8393,33.0
VERONA RD OPP 2ND ST,40.5016,-79.8377,133.0
VERONA RD AT POKETA RD,40.4867,-79.8373,185.0
VERONA RD AT POKETA RD,40.4864,-79.8373,16.0
VERONA RD AT QUINCY DR,40.4935,-79.8364,31.0
VERONA RD AT RAITHEL ST,40.4962,-79.8368,24.0
VERONA RD AT RAITHEL ST FS,40.496,-79.8367,1.0
VERONA RD AT RANDOLPH LN,40.4789,-79.8408,75.0
VERONA RD AT RIVERSIDE RD,40.4936,-79.8365,175.0
VERONA RD AT RIVERVIEW DR,40.4973,-79.8369,134.0
VERONA RD AT ROSEDALE ST,40.4817,-79.838,31.0
VERONA RD OPP ELLIOTT ST,40.4989,-79.8374,0.0
VERONA RD OPP GRAHAM BLVD EXT,40.4633,-79.8658,0.0
VERONA RD OPP GRAHAM BLVD EXT,40.4633,-79.8658,0.0
VERONA RD OPP GRAHAM BLVD EXT,40.4633,-79.8658,0.0
VERONA RD OPP MAPLE AVE,40.4798,-79.8394,6.0
VERONA RD OPP RANDOLPH LN,40.4788,-79.8407,14.0
VERONA RD OPP RIVERVIEW DR,40.4974,-79.8368,6.0
FRANKSTOWN RD OPP RITZLAND RD FS,40.4622,-79.841,10.0
FRANKSTOWN RD OPP RITZLAND RD FS,40.4622,-79.841,2.0
FRANKSTOWN RD OPP RITZLAND RD FS,40.4622,-79.841,116.0
FRANKSTOWN RD AT EVERNIA DR FS,40.4649,-79.831,0.0
FRANKSTOWN RD AT EVERNIA DR FS,40.4649,-79.831,0.0
FRANKSTOWN RD AT EVERNIA DR FS,40.4649,-79.831,2.0
FRANKSTOWN RD AT EVERNIA DR FS,40.4649,-79.831,1.0
ROBINSON BLVD AT FRANKSTOWN RD FS,40.4607,-79.8665,73.0
ROBINSON BLVD AT FRANKSTOWN RD FS,40.4607,-79.8665,27.0
ROBINSON BLVD AT FRANKSTOWN RD FS,40.4607,-79.8665,286.0
ROBINSON BLVD AT #2600 (OPP E GATE),40.4594,-79.8659,0.0
ROBINSON BLVD AT #2600 (OPP E GATE),40.4594,-79.8659,0.0
ROBINSON BLVD AT #2600 (OPP E GATE),40.4594,-79.8659,1.0
ROBINSON BLVD AT FRANKSTOWN RD,40.461,-79.8663,2.0
ROBINSON BLVD AT FRANKSTOWN RD,40.461,-79.8663,7.0
ROBINSON BLVD AT FRANKSTOWN RD,40.461,-79.8663,27.0
MT CARMEL RD AT VERONA RD FS,40.4659,-79.8661,0.0
MT CARMEL RD AT VERONA RD FS,40.4659,-79.8661,0.0
MT CARMEL RD AT VERONA RD FS,40.4659,-79.8661,5.0
MT CARMEL RD AT VERONA RD FS,40.4659,-79.8661,9.0
MT CARMEL RD OPP DOLLMAN RD,40.4664,-79.8685,2.0
MT CARMEL RD OPP DOLLMAN RD,40.4664,-79.8685,1.0
MT CARMEL RD OPP DOLLMAN RD,40.4664,-79.8685,1.0
MT CARMEL RD OPP DOLLMAN RD,40.4664,-79.8685,0.0
MT CARMEL RD AT DOLLMAN RD,40.4664,-79.8687,1.0
MT CARMEL RD AT DOLLMAN RD,40.4664,-79.8687,0.0
MT CARMEL RD AT DOLLMAN RD,40.4664,-79.8687,4.0
MT CARMEL RD AT VERONA RD,40.4657,-79.8656,0.0
MT CARMEL RD AT VERONA RD,40.4657,-79.8656,0.0
MT CARMEL RD AT VERONA RD,40.4657,-79.8656,0.0
LEECHBURG RD AT SALTSBURG RD FS,40.4855,-79.8174,55.0
LEECHBURG RD AT SALTSBURG RD FS,40.4855,-79.8174,25.0
UNIVERSAL RD AT ANTHON DR,40.464,-79.801,88.0
COAL HOLLOW RD AT OLD COAL HOLLOW RD #1,40.4665,-79.8469,1.0
COAL HOLLOW RD OPP CLIFF DR,40.4636,-79.8448,82.0
COAL HOLLOW RD AT OLD COAL HOLLOW RD #2,40.4621,-79.8425,9.0
COAL HOLLOW RD OPP OLD COAL HOLLOW RD #2,40.4621,-79.8425,2.0
COAL HOLLOW RD AT CLIFF DR,40.4635,-79.8442,2.0
COAL HOLLOW RD OPP OLD COAL HOLLOW RD #1,40.4667,-79.8468,0.0
UNIVERSAL RD OPP AUSTIN ST,40.4753,-79.7867,13.0
UNIVERSAL RD OPP REITER RD,40.472,-79.7878,25.0
UNIVERSAL RD OPP THOMPSON RUN RD,40.4684,-79.7913,37.0
UNIVERSAL RD AT HERSHEY RD FS,40.469,-79.7958,6.0
UNIVERSAL RD AT DEERFIELD DR,40.4669,-79.7988,9.0
UNIVERSAL RD OPP DEERFIELD DR,40.4669,-79.7987,0.0
LEECHBURG RD AT CALDWELL AVE,40.4938,-79.7863,0.0
LEECHBURG RD AT CALDWELL AVE,40.4938,-79.7863,0.0
LEECHBURG RD AT RAILROAD ST FS,40.4917,-79.7855,1.0
LEECHBURG RD AT RAILROAD ST FS,40.4917,-79.7855,0.0
UNIVERSAL RD OPP HERSHEY RD,40.4693,-79.7956,1.0
LEECHBURG RD OPP RICHEY DR,40.4862,-79.8148,4.0
LEECHBURG RD OPP RICHEY DR,40.4862,-79.8148,0.0
LEECHBURG RD OPP CLOVERLEAF RD,40.487,-79.8089,5.0
LEECHBURG RD OPP CLOVERLEAF RD,40.487,-79.8089,0.0
LEECHBURG RD OPP COURTNEY DR,40.4868,-79.8045,6.0
LEECHBURG RD OPP COURTNEY DR,40.4868,-79.8045,0.0
LEECHBURG RD OPP #6503,40.4871,-79.8032,4.0
LEECHBURG RD OPP #6503,40.4871,-79.8032,0.0
LEECHBURG RD AT ALCOMA BLVD,40.4882,-79.8013,19.0
LEECHBURG RD AT ALCOMA BLVD,40.4882,-79.8013,1.0
LEECHBURG RD OPP SUTTON DR,40.4918,-79.7928,2.0
LEECHBURG RD OPP SUTTON DR,40.4918,-79.7928,0.0
LEECHBURG RD OPP AUBURN ST,40.4929,-79.7907,11.0
LEECHBURG RD OPP AUBURN ST,40.4929,-79.7907,0.0
LEECHBURG RD OPP BARCKHOFF ST,40.4937,-79.7892,8.0
LEECHBURG RD OPP BARCKHOFF ST,40.4937,-79.7892,0.0
UNIVERSAL RD AT POPLAR RIDGE RD,40.4636,-79.8167,9.0
UNIVERSAL RD OPP WEBSTER DR,40.4639,-79.8184,27.0
UNIVERSAL RD AT POPLAR RIDGE RD FS,40.4646,-79.8203,32.0
UNIVERSAL RD OPP #150,40.4663,-79.8228,0.0
UNIVERSAL RD OPP ANTHON DR,40.4639,-79.8009,0.0
FRANKSTOWN RD OPP MUNICIPAL BLDG,40.4724,-79.8196,1.0
FRANKSTOWN RD OPP MUNICIPAL BLDG,40.4724,-79.8196,0.0
FRANKSTOWN RD OPP MUNICIPAL BLDG,40.4724,-79.8196,20.0
FRANKSTOWN RD OPP MUNICIPAL BLDG,40.4724,-79.8196,2.0
FRANKSTOWN RD AT PETERMANS LN,40.4838,-79.8192,2.0
FRANKSTOWN RD AT PETERMANS LN,40.4838,-79.8192,0.0
FRANKSTOWN RD AT PETERMANS LN,40.4838,-79.8192,47.0
FRANKSTOWN RD AT PETERMANS LN,40.4838,-79.8192,8.0
SALTSBURG RD OPP ALCOMA GOLF CLUB,40.4811,-79.8025,19.0
FRANKSTOWN RD AT FRANKSTOWN GARDENS,40.4635,-79.8512,0.0
FRANKSTOWN RD AT FRANKSTOWN GARDENS,40.4635,-79.8512,0.0
FRANKSTOWN RD AT FRANKSTOWN GARDENS,40.4635,-79.8512,12.0
COAL HOLLOW RD AT FRANKSTOWN RD FS,40.4609,-79.8424,153.0
UNIVERSAL RD AT SALTSBURG RD FS,40.4769,-79.7857,206.0
MT CARMEL RD OPP MASON RD,40.4655,-79.8782,0.0
MT CARMEL RD OPP MASON RD,40.4655,-79.8782,0.0
MT CARMEL RD OPP MASON RD,40.4655,-79.8782,0.0
MT CARMEL RD OPP MASON RD,40.4655,-79.8782,28.0
MT CARMEL RD AT GEISLER WAY,40.4682,-79.8845,0.0
MT CARMEL RD AT GEISLER WAY,40.4682,-79.8845,1.0
MT CARMEL RD AT GEISLER WAY,40.4682,-79.8845,2.0
CHASKE ST AT #8038,40.476,-79.8709,0.0
CHASKE ST AT #8038,40.476,-79.8709,0.0
CHASKE ST AT #8038,40.476,-79.8709,1.0
CHASKE ST AT #8038,40.476,-79.8709,10.0
FRANKSTOWN RD AT HOCHBERG RD,40.4617,-79.8611,24.0
FRANKSTOWN RD AT HOCHBERG RD,40.4617,-79.8611,16.0
FRANKSTOWN RD AT HOCHBERG RD,40.4617,-79.8611,121.0
FRANKSTOWN OPP HOCHBERG RD FS,40.4616,-79.861,6.0
FRANKSTOWN OPP HOCHBERG RD FS,40.4616,-79.861,3.0
FRANKSTOWN OPP HOCHBERG RD FS,40.4616,-79.861,70.0
ALCOMA BLVD AT #225,40.4846,-79.801,23.0
ALCOMA BLVD AT #225,40.4846,-79.801,19.0
ALCOMA BLVD AT #225,40.4846,-79.801,124.0
VERONA RD AT PELONE DR (VERONA ESTATES),40.4884,-79.8369,1.0
VERONA RD OPP PELONE DR (VERONA ESTATES),40.4886,-79.8369,4.0
FRANKSTOWN RD AT #8877,40.4609,-79.8723,2.0
FRANKSTOWN RD AT #8877,40.4609,-79.8723,2.0
FRANKSTOWN RD AT #8877,40.4609,-79.8723,22.0
FRANKSTOWN RD AT EASTWOOD RD,40.4612,-79.87,20.0
FRANKSTOWN RD AT EASTWOOD RD,40.4612,-79.87,14.0
FRANKSTOWN RD AT EASTWOOD RD,40.4612,-79.87,82.0
BROADWAY BLVD AT BRINTON AVE,40.4022,-79.7752,50.0
BROADWAY BLVD AT BRINTON AVE,40.4022,-79.7752,43.0
BROADWAY BLVD AT BRINTON AVE,40.4022,-79.7752,256.0
BROADWAY BLVD AT BRINTON AVE,40.4022,-79.7752,107.0
BROADWAY BLVD OPP BRINTON AVE,40.4021,-79.7754,1.0
BROADWAY BLVD OPP BRINTON AVE,40.4021,-79.7754,0.0
BROADWAY BLVD OPP BRINTON AVE,40.4021,-79.7754,1.0
BROADWAY BLVD OPP BRINTON AVE,40.4021,-79.7754,0.0
BROADWAY BLVD AT PITCAIRN PARK BLDG,40.402,-79.7763,11.0
BROADWAY BLVD AT PITCAIRN PARK BLDG,40.402,-79.7763,17.0
BROADWAY BLVD AT PITCAIRN PARK BLDG,40.402,-79.7763,80.0
BROADWAY BLVD AT PITCAIRN PARK BLDG,40.402,-79.7763,5.0
COMMERCIAL ST AT BLACKHAWK ST,40.4204,-79.8985,6.0
COMMERCIAL ST AT BLACKHAWK ST,40.4204,-79.8985,32.0
KELLY AVE AT PEEBLES ST,40.4413,-79.8942,43.0
KELLY AVE AT PEEBLES ST,40.4413,-79.8942,21.0
KELLY AVE AT PEEBLES ST,40.4413,-79.8942,322.0
KELLY AVE AT PEEBLES ST,40.4413,-79.8942,12.0
KELLY AVE AT PEEBLES ST,40.4413,-79.8942,3.0
BROWNSVILLE RD AT SANKEY AVE,40.3841,-79.9775,378.0
BROWNSVILLE RD AT SANKEY AVE,40.3841,-79.9775,297.0
BROWNSVILLE RD AT SANKEY AVE,40.3841,-79.9775,2647.0
BROWNSVILLE RD AT SANKEY AVE,40.3841,-79.9775,763.0
PROVOST RD AT STEWART AVE,40.3781,-79.9936,19.0
PROVOST RD AT STEWART AVE,40.3781,-79.9936,0.0
PROVOST RD AT STEWART AVE,40.3781,-79.9936,22.0
PROVOST RD AT WEYMAN RD,40.376,-79.994,0.0
PROVOST RD AT WEYMAN RD,40.376,-79.994,1.0
PROVOST RD AT WEYMAN RD,40.376,-79.994,0.0
PROVOST RD OPP WEYMAN RD,40.3757,-79.9939,1.0
PROVOST RD OPP WEYMAN RD,40.3757,-79.9939,7.0
HWY RT 51 OPP STEWART AVE,40.3787,-79.9928,1.0
HWY RT 51 OPP STEWART AVE,40.3787,-79.9928,0.0
HWY RT 51 OPP STEWART AVE,40.3787,-79.9928,3.0
HWY RT 51 OPP STEWART AVE,40.3787,-79.9928,2.0
HWY RT 51 OPP STEWART AVE,40.3787,-79.9928,0.0
HWY RT 51 OPP STEWART AVE,40.3787,-79.9928,8.0
BERRY ST AT SCOTIA ST,40.4483,-80.0677,9.0
BERRY ST AT SCOTIA ST,40.4483,-80.0677,10.0
BERRY ST AT SCOTIA ST,40.4483,-80.0677,75.0
MIDDLETOWN RD AT #2847,40.4476,-80.0618,7.0
MIDDLETOWN RD AT #2847,40.4476,-80.0618,6.0
MIDDLETOWN RD AT #2847,40.4476,-80.0618,164.0
NOBLESTOWN RD AT ALTER ST,40.4139,-80.0732,16.0
NOBLESTOWN RD AT ALTER ST,40.4139,-80.0732,11.0
NOBLESTOWN RD AT ALTER ST,40.4139,-80.0732,63.0
NOBLESTOWN RD AT MANSFIELD AVE FS,40.4171,-80.0662,5.0
NOBLESTOWN RD AT MANSFIELD AVE FS,40.4171,-80.0662,2.0
NOBLESTOWN RD AT MANSFIELD AVE FS,40.4171,-80.0662,75.0
NOBLESTOWN RD AT HAWTHORNE ST,40.4163,-80.0671,4.0
NOBLESTOWN RD AT HAWTHORNE ST,40.4163,-80.0671,20.0
NOBLESTOWN RD AT HAWTHORNE ST,40.4163,-80.0671,126.0
NOBLESTOWN RD OPP HOLIDAY DR,40.4264,-80.0616,0.0
NOBLESTOWN RD OPP HOLIDAY DR,40.4264,-80.0616,0.0
NOBLESTOWN RD OPP HOLIDAY DR,40.4264,-80.0616,1.0
NOBLESTOWN RD AT #640,40.4157,-80.0707,1.0
NOBLESTOWN RD AT #640,40.4157,-80.0707,4.0
NOBLESTOWN RD AT #640,40.4157,-80.0707,32.0
NOBLESTOWN RD AT SCHOOL ST,40.4264,-80.0571,32.0
NOBLESTOWN RD AT SCHOOL ST,40.4264,-80.0571,22.0
NOBLESTOWN RD AT SCHOOL ST,40.4264,-80.0571,328.0
NOBLESTOWN RD OPP ALTER ST,40.4138,-80.0733,32.0
NOBLESTOWN RD OPP ALTER ST,40.4138,-80.0733,10.0
NOBLESTOWN RD OPP ALTER ST,40.4138,-80.0733,233.0
NOBLESTOWN RD OPP DURBIN ST,40.4236,-80.0666,1.0
NOBLESTOWN RD OPP DURBIN ST,40.4236,-80.0666,4.0
NOBLESTOWN RD OPP DURBIN ST,40.4236,-80.0666,52.0
NOBLESTOWN RD AT BRENFORD AVE,40.4205,-80.0668,0.0
NOBLESTOWN RD AT BRENFORD AVE,40.4205,-80.0668,3.0
NOBLESTOWN RD AT BRENFORD AVE,40.4205,-80.0668,8.0
NOBLESTOWN RD AT HOLIDAY DR,40.4263,-80.062,10.0
NOBLESTOWN RD AT HOLIDAY DR,40.4263,-80.062,6.0
NOBLESTOWN RD AT HOLIDAY DR,40.4263,-80.062,116.0
NOBLESTOWN RD OPP PACE DR,40.4249,-80.0657,1.0
NOBLESTOWN RD OPP PACE DR,40.4249,-80.0657,0.0
NOBLESTOWN RD OPP PACE DR,40.4249,-80.0657,2.0
NOBLESTOWN RD OPP ST PAUL'S SEMINARY,40.4196,-80.0666,0.0
NOBLESTOWN RD OPP ST PAUL'S SEMINARY,40.4196,-80.0666,0.0
NOBLESTOWN RD OPP ST PAUL'S SEMINARY,40.4196,-80.0666,7.0
MOUNTAIN AVE AT FISHER ST,40.4116,-79.9773,1.0
MOUNTAIN AVE AT FISHER ST,40.4116,-79.9773,0.0
MOUNTAIN AVE AT FISHER ST,40.4116,-79.9773,1.0
ST JOSEPH ST OPP ORMSBY ST,40.4127,-79.9773,15.0
ST JOSEPH ST OPP ORMSBY ST,40.4127,-79.9773,18.0
ST JOSEPH ST OPP ORMSBY ST,40.4127,-79.9773,140.0
ST JOSEPH ST AT COMO ST STEPS,40.4135,-79.9792,0.0
ST JOSEPH ST AT COMO ST STEPS,40.4135,-79.9792,0.0
ST JOSEPH ST AT COMO ST STEPS,40.4135,-79.9792,4.0
ST JOSEPH ST OPP COMO ST STEPS,40.4135,-79.9792,1.0
ST JOSEPH ST OPP COMO ST STEPS,40.4135,-79.9792,1.0
ST JOSEPH ST OPP COMO ST STEPS,40.4135,-79.9792,26.0
ST JOSEPH ST OPP ORMSBY ST,40.4127,-79.9774,2.0
ST JOSEPH ST OPP ORMSBY ST,40.4127,-79.9774,0.0
ST JOSEPH ST OPP ORMSBY ST,40.4127,-79.9774,11.0
ST JOSEPH ST AT RATON ST,40.4135,-79.9806,6.0
ST JOSEPH ST AT RATON ST,40.4135,-79.9806,4.0
ST JOSEPH ST AT RATON ST,40.4135,-79.9806,47.0
ST JOSEPH ST OPP RATON ST,40.4135,-79.9806,0.0
ST JOSEPH ST OPP RATON ST,40.4135,-79.9806,0.0
ST JOSEPH ST OPP RATON ST,40.4135,-79.9806,3.0
MOUNTAIN AVE OPP SCHULER ST,40.4097,-79.9774,0.0
MOUNTAIN AVE OPP SCHULER ST,40.4097,-79.9774,2.0
MOUNTAIN AVE OPP SCHULER ST,40.4097,-79.9774,19.0
MOUNTAIN AVE AT SCHULER ST,40.4096,-79.9774,104.0
BAUM BLVD AT GRAHAM ST,40.4575,-79.9368,22.0
BAUM BLVD AT GRAHAM ST,40.4575,-79.9368,11.0
BAUM BLVD AT GRAHAM ST,40.4575,-79.9368,126.0
BAUM BLVD OPP FAIRMOUNT ST FS,40.458,-79.935,51.0
BAUM BLVD OPP FAIRMOUNT ST FS,40.458,-79.935,35.0
BAUM BLVD OPP FAIRMOUNT ST FS,40.458,-79.935,252.0
FRIENDSHIP AVE AT FAIRMOUNT ST,40.4613,-79.9343,1.0
FRIENDSHIP AVE AT FAIRMOUNT ST,40.4613,-79.9343,4.0
FRIENDSHIP AVE AT FAIRMOUNT ST,40.4613,-79.9343,26.0
FRIENDSHIP AVE AT FAIRMOUNT ST FS,40.4615,-79.9345,15.0
FRIENDSHIP AVE AT FAIRMOUNT ST FS,40.4615,-79.9345,4.0
FRIENDSHIP AVE AT FAIRMOUNT ST FS,40.4615,-79.9345,294.0
FRIENDSHIP AVE AT GRAHAM ST,40.4618,-79.9362,15.0
FRIENDSHIP AVE AT GRAHAM ST,40.4618,-79.9362,5.0
FRIENDSHIP AVE AT GRAHAM ST,40.4618,-79.9362,284.0
FRIENDSHIP AVE AT NEGLEY AVE,40.4607,-79.9326,24.0
FRIENDSHIP AVE AT NEGLEY AVE,40.4607,-79.9326,28.0
FRIENDSHIP AVE AT NEGLEY AVE,40.4607,-79.9326,238.0
FRIENDSHIP AVE AT STRATFORD AVE,40.461,-79.9332,24.0
FRIENDSHIP AVE AT STRATFORD AVE,40.461,-79.9332,19.0
FRIENDSHIP AVE AT STRATFORD AVE,40.461,-79.9332,349.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,21.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,51.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,347.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,21.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,26.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,229.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,10.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,9.0
NEGLEY AVE AT #370 (BAUM BLVD),40.459,-79.9335,118.0
NEGLEY AVE AT CENTRE AVE,40.4575,-79.9342,679.0
NEGLEY AVE AT CENTRE AVE,40.4575,-79.9342,677.0
NEGLEY AVE AT CENTRE AVE,40.4575,-79.9342,3413.0
NEGLEY AVE AT CENTRE AVE,40.4575,-79.9342,548.0
NEGLEY AVE AT CENTRE AVE,40.4575,-79.9342,580.0
NEGLEY AVE AT CENTRE AVE,40.4575,-79.9342,3227.0
NEGLEY AVE AT CORAL ST,40.462,-79.9316,24.0
NEGLEY AVE AT CORAL ST,40.462,-79.9316,38.0
NEGLEY AVE AT CORAL ST,40.462,-79.9316,467.0
NEGLEY AVE AT CORAL ST,40.462,-79.9316,11.0
